payment_id,payment_method,amount,status,payment_date
1026,Mobile Payment,143.94,Declined,12/09/2024
1027,Credit Card,19.97,Completed,10/01/2024
1028,Mobile Payment,34.95,Completed,02/19/2024
1029,Cash,4.99,Completed,06/02/2024
1030,Credit Card,78.91000000000001,Completed,01/25/2024
1031,Credit Card,100.36,Completed,01/22/2024
1032,Cash,61.910000000000004,Completed,12/13/2024
1033,Credit Card,96.44,Declined,10/16/2024
1034,Credit Card,35.98,Completed,05/10/2024
1035,Credit Card,145.91,Completed,11/16/2024
1036,Credit Card,180.35,Completed,07/19/2024
1037,Credit Card,59.959999999999994,Completed,12/09/2024
1038,Cash,115.89999999999999,Completed,09/12/2024
1039,Credit Card,72.93,Declined,01/04/2024
1040,Cash,172.9,Completed,07/02/2024
1041,Credit Card,47.98,Completed,04/04/2024
1042,Cash,96.42,Declined,01/22/2024
1043,Cash,52.41,Completed,12/14/2024
1044,Credit Card,157.41,Declined,02/05/2024
1045,Cash,90.93,Completed,01/28/2024
1046,Credit Card,68.97,Declined,03/04/2024
1047,Credit Card,31.96,Completed,04/21/2024
1048,Credit Card,53.949999999999996,Completed,10/20/2024
1049,Cash,228.85999999999999,Completed,09/10/2024
1050,Credit Card,141.88,Completed,08/15/2024
1051,Credit Card,172.87,Completed,07/15/2024
1052,Cash,167.92999999999998,Completed,06/11/2024
1053,Credit Card,124.89999999999999,Completed,06/29/2024
1054,Cash,198.32,Timeout,11/24/2024
1055,Credit Card,51.95,Completed,03/25/2024
1056,Credit Card,91.39999999999999,Completed,09/28/2024
1057,Cash,85.44,Declined,12/25/2024
1058,Credit Card,172.40000000000003,Declined,09/15/2024
1059,Credit Card,155.90999999999997,Completed,07/17/2024
1060,Credit Card,131.89,Completed,12/28/2024
1061,Credit Card,84.93,Completed,02/19/2024
1062,Credit Card,113.36000000000001,Completed,02/23/2024
1063,Cash,171.91,Completed,02/09/2024
1064,Credit Card,260.84999999999997,Completed,11/12/2024
1065,Credit Card,53.94,Completed,08/22/2024
1066,Mobile Payment,26.46,Declined,08/15/2024
1067,Credit Card,131.39999999999998,Completed,07/15/2024
1068,Cash,116.91,Declined,03/10/2024
1069,Cash,130.89999999999998,Completed,09/28/2024
1070,Credit Card,169.39,Declined,11/20/2024
1071,Cash,20.99,Completed,06/09/2024
1072,Cash,99.86999999999999,Completed,03/14/2024
1073,Cash,97.92999999999999,Completed,12/19/2024
1074,Cash,198.35999999999996,Completed,02/13/2024
1075,Credit Card,79.44,Completed,03/04/2024
1076,Credit Card,35.98,Declined,03/11/2024
1077,Credit Card,135.88,Completed,02/25/2024
1078,Credit Card,280.84000000000003,Declined,01/19/2024
1079,Credit Card,37.96,Timeout,07/12/2024
1080,Cash,256.33,Completed,08/13/2024
1081,Cash,266.37,Completed,03/27/2024
1082,Mobile Payment,138.39,Timeout,03/26/2024
1083,Credit Card,72.94,Completed,07/06/2024
1084,Cash,26.950000000000003,Completed,08/25/2024
1085,Credit Card,13.98,Completed,09/19/2024
1086,Credit Card,13.98,Declined,01/11/2024
1087,Cash,174.86999999999998,Declined,10/22/2024
1088,Credit Card,46.95,Completed,11/02/2024
1089,Cash,88.41000000000001,Completed,05/30/2024
1090,Credit Card,113.9,Completed,09/15/2024
1091,Mobile Payment,44.97,Completed,03/23/2024
1092,Cash,79.39999999999999,Completed,01/23/2024
1093,Mobile Payment,40.95,Completed,09/23/2024
1094,Cash,58.44,Completed,02/05/2024
1095,Credit Card,133.89000000000001,Completed,01/29/2024
1096,Cash,130.89999999999998,Completed,06/17/2024
1097,Credit Card,98.41999999999999,Completed,11/30/2024
1098,Credit Card,161.38,Completed,03/19/2024
1099,Credit Card,32.95,Declined,08/29/2024
1100,Credit Card,77.93,Completed,12/05/2024
1101,Cash,122.39999999999999,Completed,06/16/2024
1102,Credit Card,172.85999999999999,Completed,11/26/2024
1103,Cash,118.94,Completed,04/04/2024
1104,Credit Card,129.89999999999998,Timeout,04/10/2024
1105,Mobile Payment,148.91,Completed,01/11/2024
1106,Credit Card,222.85,Completed,08/21/2024
1107,Credit Card,43.959999999999994,Completed,05/01/2024
1108,Cash,41.97,Completed,08/31/2024
1109,Mobile Payment,182.86999999999998,Timeout,09/15/2024
1110,Cash,148.89,Timeout,08/09/2024
1111,Credit Card,109.9,Timeout,05/23/2024
1112,Credit Card,113.89,Completed,04/14/2024
1113,Credit Card,62.46,Completed,10/31/2024
1114,Cash,66.42,Declined,07/11/2024
1115,Credit Card,58.949999999999996,Completed,01/13/2024
1116,Credit Card,59.97,Completed,03/24/2024
1117,Credit Card,67.9,Timeout,11/01/2024
1118,Credit Card,53.949999999999996,Completed,11/15/2024
1119,Cash,153.91,Completed,09/13/2024
1120,Credit Card,105.44,Completed,02/07/2024
1121,Credit Card,159.89999999999998,Completed,06/10/2024
1122,Cash,64.44999999999999,Completed,10/13/2024
1123,Credit Card,15.97,Completed,07/30/2024
1124,Mobile Payment,76.94,Declined,01/08/2024
1125,Credit Card,37.959999999999994,Completed,05/13/2024
1126,Credit Card,146.92,Completed,12/19/2024
1127,Credit Card,141.87,Declined,10/28/2024
1128,Credit Card,42.98,Completed,04/25/2024
1129,Cash,261.84999999999997,Completed,08/12/2024
1130,Credit Card,87.9,Completed,09/29/2024
1131,Credit Card,99.42999999999999,Completed,09/19/2024
1132,Cash,55.400000000000006,Timeout,12/18/2024
1133,Credit Card,23.97,Completed,06/25/2024
1134,Cash,49.47,Declined,04/08/2024
1135,Credit Card,140.39999999999998,Declined,10/23/2024
1136,Credit Card,87.40999999999998,Completed,05/21/2024
1137,Credit Card,68.97,Completed,12/02/2024
1138,Credit Card,170.87,Declined,12/12/2024
1139,Credit Card,4.99,Completed,07/02/2024
1140,Credit Card,124.42,Completed,05/01/2024
1141,Credit Card,188.88,Completed,06/02/2024
1142,Cash,51.47,Completed,08/02/2024
1143,Credit Card,199.35999999999999,Completed,11/17/2024
1144,Cash,20.99,Completed,06/26/2024
1145,Credit Card,42.98,Completed,11/18/2024
1146,Credit Card,88.93,Completed,02/19/2024
1147,Credit Card,189.87,Completed,09/08/2024
1148,Cash,15.98,Completed,10/24/2024
1149,Cash,103.94999999999999,Declined,07/02/2024
1150,Cash,150.88,Completed,01/18/2024
1151,Credit Card,83.41,Completed,12/19/2024
1152,Cash,98.93,Completed,07/28/2024
1153,Cash,63.92,Timeout,09/13/2024
1154,Credit Card,153.43,Completed,03/07/2024
1155,Cash,39.94,Completed,01/07/2024
1156,Cash,23.97,Completed,01/06/2024
1157,Cash,103.89000000000001,Completed,06/05/2024
1158,Credit Card,33.96,Completed,05/15/2024
1159,Cash,128.89999999999998,Completed,01/10/2024
1160,Cash,48.97,Completed,11/22/2024
1161,Mobile Payment,101.43999999999998,Completed,06/19/2024
1162,Cash,110.91999999999999,Declined,04/12/2024
1163,Credit Card,149.89000000000001,Completed,01/17/2024
1164,Credit Card,21.96,Completed,11/16/2024
1165,Credit Card,103.38,Completed,05/05/2024
1166,Credit Card,74.43,Timeout,09/03/2024
1167,Credit Card,79.96,Completed,06/09/2024
1168,Credit Card,141.38,Completed,09/13/2024
1169,Cash,127.89999999999999,Completed,08/09/2024
1170,Mobile Payment,220.83,Completed,09/25/2024
1171,Credit Card,116.88,Declined,07/23/2024
1172,Mobile Payment,171.86999999999998,Completed,02/10/2024
1173,Credit Card,212.87999999999997,Completed,07/20/2024
1174,Cash,148.86,Completed,10/06/2024
1175,Credit Card,26.98,Timeout,04/29/2024
1176,Credit Card,144.42999999999998,Completed,07/11/2024
1177,Credit Card,72.94,Completed,05/06/2024
1178,Credit Card,173.89999999999998,Completed,11/10/2024
1179,Credit Card,137.89,Completed,03/27/2024
1180,Credit Card,62.92,Completed,07/30/2024
1181,Cash,131.85999999999999,Completed,06/22/2024
1182,Credit Card,262.84000000000003,Completed,09/08/2024
1183,Credit Card,41.98,Completed,07/21/2024
1184,Credit Card,138.89999999999998,Completed,07/26/2024
1185,Credit Card,109.39999999999999,Declined,10/06/2024
1186,Cash,231.82000000000002,Declined,08/10/2024
1187,Credit Card,46.94,Declined,08/11/2024
1188,Cash,82.91,Completed,03/17/2024
1189,Credit Card,155.9,Completed,06/20/2024
1190,Credit Card,229.38,Declined,07/21/2024
1191,Credit Card,41.97,Declined,07/07/2024
1192,Credit Card,56.97,Declined,10/03/2024
1193,Credit Card,39.98,Completed,08/20/2024
1194,Cash,140.88,Declined,09/12/2024
1195,Cash,146.41000000000003,Completed,05/09/2024
1196,Credit Card,126.40999999999998,Completed,09/15/2024
1197,Credit Card,86.44,Completed,07/02/2024
1198,Credit Card,59.95,Completed,04/08/2024
1199,Credit Card,47.98,Completed,09/27/2024
1200,Cash,26.96,Declined,02/15/2024
1201,Credit Card,99.94,Completed,03/04/2024
1202,Credit Card,20.97,Declined,01/20/2024
1203,Credit Card,91.92999999999999,Completed,04/28/2024
1204,Cash,131.91,Completed,02/17/2024
1205,Mobile Payment,71.9,Completed,03/03/2024
1206,Credit Card,74.38,Completed,11/29/2024
1207,Cash,52.44,Completed,01/13/2024
1208,Cash,90.41,Completed,02/08/2024
1209,Cash,158.84,Completed,05/22/2024
1210,Credit Card,95.90999999999998,Completed,05/19/2024
1211,Credit Card,35.47,Timeout,09/11/2024
1212,Credit Card,82.46,Declined,10/10/2024
1213,Cash,14.99,Completed,05/27/2024
1214,Cash,48.459999999999994,Completed,03/17/2024
1215,Credit Card,183.82999999999998,Completed,06/30/2024
1216,Credit Card,136.88000000000002,Completed,12/26/2024
1217,Credit Card,168.36999999999998,Declined,03/10/2024
1218,Mobile Payment,49.95,Completed,07/21/2024
1219,Mobile Payment,126.39999999999999,Completed,06/27/2024
1220,Mobile Payment,47.98,Declined,01/04/2024
1221,Credit Card,47.97,Completed,12/01/2024
1222,Mobile Payment,96.91,Completed,07/30/2024
1223,Credit Card,95.92,Completed,11/22/2024
1224,Cash,193.36,Completed,12/21/2024
1225,Credit Card,55.93,Completed,08/29/2024
1226,Credit Card,150.87,Completed,08/23/2024
1227,Credit Card,47.95,Completed,11/04/2024
1228,Credit Card,206.81,Completed,09/06/2024
1229,Cash,62.959999999999994,Completed,05/10/2024
1230,Credit Card,48.95,Completed,09/17/2024
1231,Cash,109.91,Completed,12/24/2024
1232,Mobile Payment,131.41,Completed,07/08/2024
1233,Cash,73.94999999999999,Declined,12/19/2024
1234,Cash,78.43,Completed,02/11/2024
1235,Cash,161.87,Completed,12/24/2024
1236,Credit Card,194.82999999999998,Completed,08/08/2024
1237,Credit Card,14.98,Completed,12/18/2024
1238,Credit Card,49.94,Declined,10/28/2024
1239,Credit Card,171.4,Completed,07/18/2024
1240,Cash,218.87999999999997,Completed,05/13/2024
1241,Credit Card,129.88,Completed,09/17/2024
1242,Credit Card,111.92999999999999,Completed,08/16/2024
1243,Mobile Payment,65.89,Completed,08/16/2024
1244,Credit Card,122.44,Completed,10/22/2024
1245,Credit Card,81.92999999999999,Completed,07/17/2024
1246,Cash,154.84,Declined,07/22/2024
1247,Credit Card,86.94,Completed,02/12/2024
1248,Cash,137.90999999999997,Completed,11/15/2024
1249,Credit Card,70.97,Completed,12/18/2024
1250,Credit Card,183.86999999999998,Declined,09/07/2024
1251,Cash,132.87,Completed,08/12/2024
1252,Credit Card,164.37,Completed,11/14/2024
1253,Credit Card,214.82999999999998,Completed,12/09/2024
1254,Credit Card,81.88,Completed,03/31/2024
1255,Mobile Payment,84.42,Completed,12/14/2024
1256,Cash,66.94999999999999,Completed,10/28/2024
1257,Credit Card,274.83,Completed,08/16/2024
1258,Credit Card,144.39999999999998,Completed,07/30/2024
1259,Credit Card,31.98,Completed,03/27/2024
1260,Mobile Payment,44.97,Completed,04/28/2024
1261,Cash,91.96,Completed,04/15/2024
1262,Cash,100.39999999999999,Completed,01/31/2024
1263,Credit Card,121.91000000000001,Timeout,04/28/2024
1264,Credit Card,21.49,Completed,02/04/2024
1265,Credit Card,35.97,Completed,05/20/2024
1266,Mobile Payment,87.94,Completed,12/15/2024
1267,Credit Card,27.96,Completed,04/26/2024
1268,Credit Card,5.49,Declined,07/20/2024
1269,Credit Card,80.92999999999999,Completed,05/03/2024
1270,Credit Card,56.97,Declined,08/29/2024
1271,Credit Card,26.97,Declined,07/11/2024
1272,Credit Card,10.98,Completed,02/29/2024
1273,Credit Card,20.98,Completed,07/05/2024
1274,Credit Card,88.94,Completed,02/28/2024
1275,Mobile Payment,221.82000000000002,Completed,06/24/2024
1276,Cash,53.97,Completed,03/30/2024
1277,Cash,25.98,Completed,07/22/2024
1278,Cash,81.88000000000001,Completed,02/29/2024
1279,Credit Card,56.97,Completed,07/25/2024
1280,Credit Card,169.82,Completed,11/25/2024
1281,Cash,133.39999999999998,Declined,11/07/2024
1282,Credit Card,118.92999999999999,Completed,11/08/2024
1283,Cash,86.94999999999999,Completed,08/19/2024
1284,Cash,35.97,Completed,03/31/2024
1285,Credit Card,80.95,Completed,12/22/2024
1286,Credit Card,128.9,Completed,02/22/2024
1287,Credit Card,62.97,Completed,05/14/2024
1288,Cash,74.45,Completed,09/24/2024
1289,Credit Card,196.86,Timeout,08/14/2024
1290,Credit Card,155.39999999999998,Completed,02/12/2024
1291,Credit Card,158.85999999999999,Completed,07/27/2024
1292,Cash,6.99,Completed,02/27/2024
1293,Credit Card,259.86,Declined,09/14/2024
1294,Cash,44.93,Timeout,08/30/2024
1295,Credit Card,155.41000000000003,Declined,02/04/2024
1296,Credit Card,91.91,Completed,02/20/2024
1297,Cash,100.89999999999999,Timeout,03/16/2024
1298,Cash,82.92999999999999,Declined,11/10/2024
1299,Cash,127.91,Completed,11/24/2024
1300,Credit Card,186.36,Declined,07/20/2024
1301,Cash,104.43999999999998,Completed,02/03/2024
1302,Mobile Payment,155.92,Completed,02/11/2024
1303,Credit Card,85.91,Completed,11/23/2024
1304,Cash,49.98,Completed,01/21/2024
1305,Credit Card,152.34,Completed,10/01/2024
1306,Credit Card,237.82999999999998,Completed,03/28/2024
1307,Cash,190.37,Completed,07/21/2024
1308,Credit Card,110.92999999999999,Completed,11/25/2024
1309,Credit Card,15.98,Completed,04/07/2024
1310,Cash,112.43,Completed,11/21/2024
1311,Cash,113.88999999999999,Completed,10/09/2024
1312,Cash,172.89,Declined,01/04/2024
1313,Cash,50.41,Completed,09/10/2024
1314,Cash,138.37,Completed,08/13/2024
1315,Cash,135.39,Completed,04/11/2024
1316,Mobile Payment,37.459999999999994,Completed,12/16/2024
1317,Credit Card,230.84,Completed,07/13/2024
1318,Mobile Payment,98.89999999999999,Timeout,03/20/2024
1319,Credit Card,94.96,Completed,05/11/2024
1320,Credit Card,5.49,Completed,12/25/2024
1321,Credit Card,10.98,Completed,08/24/2024
1322,Cash,92.91999999999999,Completed,06/25/2024
1323,Credit Card,178.88,Completed,06/27/2024
1324,Credit Card,5.49,Completed,07/15/2024
1325,Cash,153.39999999999998,Completed,05/27/2024
1326,Credit Card,39.48,Timeout,03/10/2024
1327,Credit Card,224.85000000000002,Completed,01/06/2024
1328,Cash,119.88,Completed,02/18/2024
1329,Credit Card,122.92999999999999,Completed,07/08/2024
1330,Credit Card,72.41,Completed,08/02/2024
1331,Credit Card,20.97,Completed,08/04/2024
1332,Credit Card,6.99,Timeout,10/07/2024
1333,Cash,32.97,Completed,10/04/2024
1334,Mobile Payment,176.88,Declined,06/25/2024
1335,Credit Card,152.93,Completed,05/03/2024
1336,Credit Card,136.89999999999998,Completed,12/31/2024
1337,Cash,93.91999999999999,Completed,05/05/2024
1338,Credit Card,304.84000000000003,Completed,08/11/2024
1339,Credit Card,16.47,Timeout,12/01/2024
1340,Credit Card,104.94,Completed,08/19/2024
1341,Credit Card,35.97,Completed,08/11/2024
1342,Cash,36.45,Completed,04/04/2024
1343,Cash,66.44999999999999,Completed,08/27/2024
1344,Credit Card,91.92,Completed,09/06/2024
1345,Cash,37.94,Completed,05/24/2024
1346,Credit Card,125.92,Declined,08/14/2024
1347,Cash,77.94,Completed,01/23/2024
1348,Mobile Payment,203.91,Completed,04/14/2024
1349,Credit Card,191.89,Completed,01/23/2024
1350,Mobile Payment,172.37999999999997,Completed,11/20/2024
1351,Credit Card,55.95,Completed,03/18/2024
1352,Credit Card,245.34,Completed,11/18/2024
1353,Credit Card,118.39,Completed,07/01/2024
1354,Credit Card,27.47,Completed,05/12/2024
1355,Credit Card,85.86,Completed,10/27/2024
1356,Cash,135.36,Completed,08/29/2024
1357,Credit Card,82.42999999999999,Completed,04/15/2024
1358,Credit Card,131.39999999999998,Completed,03/26/2024
1359,Credit Card,239.85999999999996,Completed,12/11/2024
1360,Mobile Payment,70.94,Completed,06/10/2024
1361,Mobile Payment,87.94,Completed,07/27/2024
1362,Credit Card,175.89,Completed,02/26/2024
1363,Credit Card,33.94,Completed,11/20/2024
1364,Credit Card,83.95,Timeout,08/06/2024
1365,Credit Card,16.47,Completed,11/18/2024
1366,Cash,64.92,Declined,06/05/2024
1367,Credit Card,17.97,Declined,11/25/2024
1368,Credit Card,4.99,Completed,07/16/2024
1369,Cash,264.82,Declined,10/13/2024
1370,Cash,164.87999999999997,Completed,03/18/2024
1371,Credit Card,215.82,Completed,01/26/2024
1372,Credit Card,63.97,Completed,01/17/2024
1373,Cash,217.87,Completed,11/22/2024
1374,Credit Card,83.91999999999999,Completed,05/11/2024
1375,Cash,116.42,Completed,09/14/2024
1376,Mobile Payment,46.48,Completed,08/17/2024
1377,Credit Card,101.91999999999999,Declined,05/18/2024
1378,Credit Card,11.98,Completed,08/07/2024
1379,Credit Card,149.37,Completed,01/02/2024
1380,Credit Card,6.99,Completed,08/04/2024
1381,Cash,227.85999999999999,Declined,11/26/2024
1382,Credit Card,111.41,Declined,09/20/2024
1383,Mobile Payment,218.34,Completed,11/09/2024
1384,Credit Card,23.97,Declined,04/05/2024
1385,Credit Card,167.37,Completed,02/18/2024
1386,Cash,158.88000000000002,Completed,12/21/2024
1387,Mobile Payment,215.84,Declined,08/08/2024
1388,Credit Card,130.91,Completed,10/17/2024
1389,Mobile Payment,119.91,Declined,03/14/2024
1390,Credit Card,66.93,Completed,03/16/2024
1391,Credit Card,60.44,Completed,12/24/2024
1392,Credit Card,241.84,Completed,07/09/2024
1393,Credit Card,75.96,Completed,01/11/2024
1394,Cash,56.949999999999996,Completed,11/06/2024
1395,Credit Card,202.85,Completed,10/27/2024
1396,Cash,179.88,Completed,09/05/2024
1397,Mobile Payment,110.94,Declined,08/15/2024
1398,Credit Card,44.97,Completed,05/12/2024
1399,Credit Card,166.38,Completed,10/10/2024
1400,Cash,136.91,Completed,05/10/2024
1401,Credit Card,68.93,Declined,04/14/2024
1402,Credit Card,58.92,Completed,08/28/2024
1403,Mobile Payment,37.47,Declined,11/22/2024
1404,Cash,59.97,Timeout,08/09/2024
1405,Cash,144.89999999999998,Declined,10/08/2024
1406,Credit Card,92.41,Completed,11/12/2024
1407,Credit Card,134.38,Completed,02/22/2024
1408,Credit Card,16.47,Completed,10/23/2024
1409,Cash,53.94,Completed,05/23/2024
1410,Mobile Payment,91.41999999999999,Declined,02/19/2024
1411,Cash,105.94,Completed,06/15/2024
1412,Credit Card,116.39,Timeout,06/26/2024
1413,Credit Card,179.35,Completed,03/17/2024
1414,Mobile Payment,49.98,Completed,12/11/2024
1415,Credit Card,94.9,Completed,01/02/2024
1416,Credit Card,170.39999999999998,Completed,01/08/2024
1417,Credit Card,297.81999999999994,Timeout,01/04/2024
1418,Credit Card,164.90999999999997,Completed,06/24/2024
1419,Credit Card,40.98,Timeout,08/15/2024
1420,Cash,53.97,Timeout,07/29/2024
1421,Credit Card,109.92,Declined,07/09/2024
1422,Mobile Payment,179.85,Completed,02/10/2024
1423,Cash,116.41999999999999,Completed,03/10/2024
1424,Credit Card,211.88,Completed,07/28/2024
1425,Credit Card,17.99,Completed,10/09/2024
1426,Credit Card,70.95,Completed,12/16/2024
1427,Credit Card,74.90999999999998,Declined,03/27/2024
1428,Credit Card,17.99,Completed,06/12/2024
1429,Cash,15.99,Completed,12/25/2024
1430,Credit Card,178.85999999999999,Declined,10/06/2024
1431,Credit Card,18.97,Completed,08/18/2024
1432,Credit Card,16.47,Completed,09/02/2024
1433,Credit Card,144.85,Declined,07/28/2024
1434,Credit Card,121.89,Completed,06/30/2024
1435,Credit Card,147.89,Completed,12/07/2024
1436,Cash,34.96,Completed,09/06/2024
1437,Credit Card,103.91,Completed,10/03/2024
1438,Credit Card,103.40999999999998,Declined,07/08/2024
1439,Cash,55.92,Completed,06/06/2024
1440,Credit Card,133.34,Completed,08/31/2024
1441,Cash,122.89999999999999,Completed,05/06/2024
1442,Cash,121.85999999999999,Completed,03/02/2024
1443,Cash,178.36,Completed,04/17/2024
1444,Credit Card,176.88,Declined,09/21/2024
1445,Credit Card,161.87,Completed,02/09/2024
1446,Credit Card,142.88,Completed,01/13/2024
1447,Cash,154.91,Completed,07/21/2024
1448,Credit Card,63.95,Declined,06/09/2024
1449,Credit Card,172.87000000000003,Completed,12/26/2024
1450,Mobile Payment,233.82,Declined,07/16/2024
1451,Credit Card,121.86999999999999,Completed,01/20/2024
1452,Credit Card,149.85,Completed,03/15/2024
1453,Mobile Payment,163.85000000000002,Completed,07/01/2024
1454,Credit Card,44.97,Completed,12/08/2024
1455,Credit Card,173.38,Completed,03/30/2024
1456,Cash,56.44,Completed,12/28/2024
1457,Credit Card,230.34,Completed,09/03/2024
1458,Credit Card,69.92999999999999,Completed,06/07/2024
1459,Credit Card,111.91999999999999,Completed,05/07/2024
1460,Mobile Payment,135.85999999999999,Completed,12/27/2024
1461,Credit Card,126.92,Completed,10/17/2024
1462,Cash,21.96,Completed,04/09/2024
1463,Mobile Payment,53.96,Completed,01/28/2024
1464,Credit Card,53.97,Declined,11/09/2024
1465,Credit Card,173.89,Completed,08/20/2024
1466,Credit Card,72.94,Completed,03/10/2024
1467,Cash,45.95,Declined,07/25/2024
1468,Credit Card,140.39,Completed,01/07/2024
1469,Credit Card,177.39,Completed,03/19/2024
1470,Cash,147.86,Completed,04/10/2024
1471,Credit Card,84.94999999999999,Completed,04/30/2024
1472,Credit Card,71.97,Declined,11/15/2024
1473,Credit Card,66.97,Completed,08/06/2024
1474,Credit Card,202.38,Completed,04/17/2024
1475,Credit Card,83.92,Completed,03/29/2024
1476,Cash,52.96,Completed,03/22/2024
1477,Cash,15.98,Completed,06/01/2024
1478,Cash,23.97,Completed,09/14/2024
1479,Credit Card,47.98,Completed,07/20/2024
1480,Credit Card,70.92999999999999,Completed,11/08/2024
1481,Cash,73.44,Completed,01/19/2024
1482,Credit Card,42.98,Completed,08/05/2024
1483,Cash,175.38,Completed,04/25/2024
1484,Credit Card,212.86,Completed,12/05/2024
1485,Credit Card,47.95,Completed,03/12/2024
1486,Credit Card,158.89,Completed,09/26/2024
1487,Credit Card,28.45,Declined,02/06/2024
1488,Credit Card,34.95,Completed,10/02/2024
1489,Cash,253.85999999999999,Completed,06/09/2024
1490,Cash,13.98,Timeout,06/20/2024
1491,Credit Card,128.89000000000001,Completed,04/04/2024
1492,Cash,147.41,Completed,10/27/2024
1493,Credit Card,148.9,Completed,06/06/2024
1494,Credit Card,15.99,Completed,02/12/2024
1495,Credit Card,28.96,Completed,03/07/2024
1496,Credit Card,41.96,Completed,12/01/2024
1497,Cash,116.42,Completed,01/19/2024
1498,Cash,21.49,Completed,03/18/2024
1499,Credit Card,151.87,Completed,11/21/2024
1500,Credit Card,111.92999999999999,Declined,10/23/2024
1501,Cash,151.89,Completed,11/12/2024
1502,Credit Card,101.93999999999998,Completed,07/31/2024
1503,Credit Card,34.94,Completed,02/26/2024
1504,Cash,157.41,Completed,10/10/2024
1505,Credit Card,75.96,Completed,04/16/2024
1506,Credit Card,104.91,Completed,07/25/2024
1507,Credit Card,64.47,Completed,11/10/2024
1508,Credit Card,40.440000000000005,Completed,02/25/2024
1509,Credit Card,115.92,Completed,07/03/2024
1510,Credit Card,158.41,Completed,05/30/2024
1511,Cash,30.45,Completed,06/25/2024
1512,Credit Card,93.36,Completed,10/13/2024
1513,Cash,67.44,Completed,01/03/2024
1514,Credit Card,203.85999999999996,Declined,11/04/2024
1515,Credit Card,95.94,Completed,08/14/2024
1516,Credit Card,78.41999999999999,Completed,03/09/2024
1517,Credit Card,185.86,Completed,08/24/2024
1518,Cash,11.98,Completed,10/21/2024
1519,Cash,107.37999999999998,Timeout,05/22/2024
1520,Credit Card,199.89000000000001,Completed,09/03/2024
1521,Cash,49.97,Declined,05/18/2024
1522,Credit Card,85.90999999999998,Completed,04/20/2024
1523,Mobile Payment,67.94,Declined,08/16/2024
1524,Credit Card,144.39,Declined,09/13/2024
1525,Credit Card,79.43,Completed,11/15/2024
1526,Credit Card,129.9,Completed,12/05/2024
1527,Credit Card,78.96,Completed,04/18/2024
1528,Cash,120.92999999999999,Completed,11/07/2024
1529,Credit Card,28.96,Completed,07/02/2024
1530,Cash,86.91999999999999,Completed,06/06/2024
1531,Cash,9.98,Completed,12/26/2024
1532,Mobile Payment,20.97,Completed,06/10/2024
1533,Credit Card,213.87,Completed,11/13/2024
1534,Credit Card,69.94,Completed,01/10/2024
1535,Credit Card,48.42,Completed,08/31/2024
1536,Mobile Payment,80.93,Declined,03/16/2024
1537,Credit Card,111.87,Completed,08/30/2024
1538,Credit Card,120.89,Completed,09/25/2024
1539,Credit Card,48.45,Declined,02/06/2024
1540,Cash,142.39999999999998,Declined,03/26/2024
1541,Credit Card,135.39999999999998,Declined,08/01/2024
1542,Credit Card,38.94,Completed,02/16/2024
1543,Credit Card,44.97,Completed,07/18/2024
1544,Credit Card,90.86999999999999,Completed,02/21/2024
1545,Credit Card,119.42,Declined,01/09/2024
1546,Cash,51.42999999999999,Completed,09/14/2024
1547,Cash,184.84,Timeout,10/02/2024
1548,Credit Card,7.99,Completed,02/24/2024
1549,Credit Card,192.35,Completed,12/13/2024
1550,Credit Card,151.89000000000001,Completed,11/04/2024
1551,Cash,93.92999999999999,Completed,12/08/2024
1552,Cash,64.39,Completed,08/15/2024
1553,Credit Card,54.46,Completed,07/04/2024
1554,Credit Card,22.96,Completed,12/26/2024
1555,Cash,114.89999999999998,Completed,09/24/2024
1556,Mobile Payment,55.93000000000001,Completed,11/24/2024
1557,Cash,20.99,Timeout,07/24/2024
1558,Mobile Payment,28.96,Completed,11/10/2024
1559,Cash,162.37,Completed,08/07/2024
1560,Mobile Payment,62.97,Completed,07/04/2024
1561,Credit Card,64.47,Declined,09/22/2024
1562,Cash,20.97,Completed,01/27/2024
1563,Cash,7.99,Completed,06/26/2024
1564,Cash,123.94,Completed,02/03/2024
1565,Credit Card,45.97,Completed,02/25/2024
1566,Credit Card,15.98,Completed,11/13/2024
1567,Credit Card,90.92999999999999,Completed,02/09/2024
1568,Credit Card,243.85000000000002,Completed,09/03/2024
1569,Mobile Payment,83.94999999999999,Completed,01/28/2024
1570,Credit Card,231.9,Completed,02/04/2024
1571,Credit Card,121.41,Completed,08/16/2024
1572,Credit Card,32.95,Declined,07/23/2024
1573,Credit Card,35.98,Completed,05/28/2024
1574,Credit Card,91.42999999999999,Declined,07/17/2024
1575,Cash,55.97,Completed,01/25/2024
1576,Cash,20.97,Declined,01/04/2024
1577,Credit Card,14.97,Completed,03/04/2024
1578,Credit Card,62.959999999999994,Completed,01/01/2024
1579,Credit Card,11.98,Completed,05/14/2024
1580,Credit Card,60.949999999999996,Completed,04/09/2024
1581,Credit Card,179.35,Completed,11/06/2024
1582,Credit Card,64.42,Completed,12/15/2024
1583,Cash,81.9,Completed,01/14/2024
1584,Cash,47.93,Completed,12/29/2024
1585,Credit Card,142.4,Declined,11/11/2024
1586,Credit Card,153.87,Completed,10/30/2024
1587,Cash,65.91,Declined,03/06/2024
1588,Cash,54.95,Completed,06/03/2024
1589,Credit Card,93.92999999999999,Declined,06/09/2024
