order_id,product_id,quantity,unit_price,total_price
829,17,2,5.99,11.98
829,5,1,11.99,11.99
829,19,2,5.49,10.98
830,13,1,21.49,21.49
830,20,3,4.99,14.97
830,7,2,14.99,29.98
830,19,1,5.49,5.49
830,12,2,13.99,27.98
830,18,3,6.99,20.97
830,18,3,6.99,20.97
831,14,1,17.99,17.99
831,4,1,22.99,22.99
831,14,2,17.99,35.98
831,19,2,5.49,10.98
831,16,1,7.99,7.99
831,19,3,5.49,16.47
831,8,2,16.49,32.98
832,18,1,6.99,6.99
832,18,3,6.99,20.97
832,4,3,22.99,68.97
833,19,1,5.49,5.49
833,19,1,5.49,5.49
833,19,3,5.49,16.47
833,13,2,21.49,42.98
833,19,3,5.49,16.47
833,20,1,4.99,4.99
833,17,3,5.99,17.97
834,1,1,15.99,15.99
834,16,2,7.99,15.98
834,6,1,17.99,17.99
834,18,3,6.99,20.97
834,1,1,15.99,15.99
834,20,2,4.99,9.98
835,20,1,4.99,4.99
835,9,1,19.99,19.99
836,3,1,18.99,18.99
836,16,2,7.99,15.98
836,20,1,4.99,4.99
836,17,2,5.99,11.98
836,16,1,7.99,7.99
837,2,1,12.99,12.99
837,12,1,13.99,13.99
837,16,1,7.99,7.99
837,14,1,17.99,17.99
838,14,1,17.99,17.99
838,2,1,12.99,12.99
838,1,2,15.99,31.98
838,16,3,7.99,23.97
839,18,2,6.99,13.98
839,3,1,18.99,18.99
839,3,1,18.99,18.99
839,9,2,19.99,39.98
839,20,3,4.99,14.97
839,9,3,19.99,59.97
840,6,2,17.99,35.98
840,1,1,15.99,15.99
840,19,2,5.49,10.98
840,16,2,7.99,15.98
840,20,2,4.99,9.98
841,19,2,5.49,10.98
841,20,3,4.99,14.97
841,12,3,13.99,41.97
841,17,1,5.99,5.99
841,19,3,5.49,16.47
841,20,2,4.99,9.98
842,15,3,23.99,71.97
843,5,1,11.99,11.99
843,19,2,5.49,10.98
843,17,2,5.99,11.98
844,5,2,11.99,23.98
844,20,2,4.99,9.98
844,18,2,6.99,13.98
844,17,1,5.99,5.99
845,16,1,7.99,7.99
845,16,1,7.99,7.99
845,2,1,12.99,12.99
845,6,3,17.99,53.97
845,18,2,6.99,13.98
846,11,2,20.99,41.98
847,1,3,15.99,47.97
847,16,3,7.99,23.97
848,8,2,16.49,32.98
848,3,2,18.99,37.98
848,17,2,5.99,11.98
848,13,2,21.49,42.98
849,15,2,23.99,47.98
849,1,1,15.99,15.99
850,10,3,24.99,74.97
850,16,1,7.99,7.99
850,16,1,7.99,7.99
850,13,2,21.49,42.98
851,13,2,21.49,42.98
851,19,1,5.49,5.49
852,20,3,4.99,14.97
852,16,3,7.99,23.97
852,8,2,16.49,32.98
853,16,2,7.99,15.98
853,8,3,16.49,49.47
854,16,2,7.99,15.98
854,20,1,4.99,4.99
854,16,3,7.99,23.97
855,1,3,15.99,47.97
855,6,3,17.99,53.97
855,19,1,5.49,5.49
856,15,1,23.99,23.99
857,11,3,20.99,62.97
857,16,2,7.99,15.98
857,13,3,21.49,64.47
857,7,2,14.99,29.98
857,17,2,5.99,11.98
857,5,2,11.99,23.98
857,16,3,7.99,23.97
858,17,2,5.99,11.98
858,17,2,5.99,11.98
858,2,1,12.99,12.99
858,17,2,5.99,11.98
859,19,1,5.49,5.49
859,15,3,23.99,71.97
859,8,3,16.49,49.47
860,20,1,4.99,4.99
860,13,3,21.49,64.47
860,11,3,20.99,62.97
860,9,2,19.99,39.98
860,16,1,7.99,7.99
860,17,1,5.99,5.99
860,19,1,5.49,5.49
861,16,1,7.99,7.99
861,16,1,7.99,7.99
861,7,3,14.99,44.97
861,7,3,14.99,44.97
861,20,1,4.99,4.99
862,20,2,4.99,9.98
862,10,1,24.99,24.99
862,4,3,22.99,68.97
863,10,3,24.99,74.97
864,12,2,13.99,27.98
864,18,2,6.99,13.98
864,2,2,12.99,25.98
864,9,1,19.99,19.99
864,12,2,13.99,27.98
864,17,2,5.99,11.98
864,11,1,20.99,20.99
865,2,1,12.99,12.99
866,1,3,15.99,47.97
866,16,3,7.99,23.97
866,18,3,6.99,20.97
866,10,1,24.99,24.99
866,9,2,19.99,39.98
867,19,1,5.49,5.49
867,20,1,4.99,4.99
867,20,1,4.99,4.99
867,7,2,14.99,29.98
868,17,2,5.99,11.98
868,12,3,13.99,41.97
868,12,2,13.99,27.98
868,9,1,19.99,19.99
868,20,1,4.99,4.99
869,17,3,5.99,17.97
869,19,1,5.49,5.49
869,18,1,6.99,6.99
869,12,2,13.99,27.98
869,13,3,21.49,64.47
869,17,2,5.99,11.98
870,16,2,7.99,15.98
870,20,1,4.99,4.99
871,17,2,5.99,11.98
871,19,2,5.49,10.98
871,15,3,23.99,71.97
871,19,3,5.49,16.47
871,4,2,22.99,45.98
872,16,3,7.99,23.97
873,3,3,18.99,56.97
873,16,1,7.99,7.99
873,15,3,23.99,71.97
873,20,1,4.99,4.99
873,1,3,15.99,47.97
873,3,3,18.99,56.97
874,19,3,5.49,16.47
874,9,2,19.99,39.98
874,4,2,22.99,45.98
874,3,1,18.99,18.99
874,3,1,18.99,18.99
874,18,2,6.99,13.98
874,4,3,22.99,68.97
875,16,2,7.99,15.98
875,7,2,14.99,29.98
875,8,3,16.49,49.47
875,12,3,13.99,41.97
875,13,3,21.49,64.47
876,17,3,5.99,17.97
876,14,2,17.99,35.98
876,18,3,6.99,20.97
876,17,1,5.99,5.99
876,16,1,7.99,7.99
876,20,2,4.99,9.98
877,10,1,24.99,24.99
877,2,2,12.99,25.98
877,6,1,17.99,17.99
878,17,1,5.99,5.99
878,9,3,19.99,59.97
878,16,1,7.99,7.99
878,19,1,5.49,5.49
878,1,1,15.99,15.99
878,13,2,21.49,42.98
879,15,2,23.99,47.98
879,10,3,24.99,74.97
879,13,1,21.49,21.49
879,1,2,15.99,31.98
879,16,1,7.99,7.99
880,8,3,16.49,49.47
880,18,3,6.99,20.97
880,12,1,13.99,13.99
881,16,2,7.99,15.98
881,20,3,4.99,14.97
881,3,1,18.99,18.99
881,2,3,12.99,38.97
881,2,2,12.99,25.98
881,2,1,12.99,12.99
881,9,1,19.99,19.99
882,17,2,5.99,11.98
882,5,2,11.99,23.98
882,7,1,14.99,14.99
882,16,1,7.99,7.99
882,20,2,4.99,9.98
882,16,1,7.99,7.99
883,18,2,6.99,13.98
883,16,2,7.99,15.98
883,8,3,16.49,49.47
883,12,3,13.99,41.97
883,19,2,5.49,10.98
884,19,1,5.49,5.49
884,6,3,17.99,53.97
884,15,1,23.99,23.99
885,16,1,7.99,7.99
885,17,3,5.99,17.97
885,18,2,6.99,13.98
885,3,1,18.99,18.99
885,19,2,5.49,10.98
885,20,2,4.99,9.98
885,20,3,4.99,14.97
886,5,2,11.99,23.98
886,16,3,7.99,23.97
887,14,3,17.99,53.97
887,19,3,5.49,16.47
887,19,3,5.49,16.47
887,1,3,15.99,47.97
887,19,1,5.49,5.49
887,12,3,13.99,41.97
888,17,3,5.99,17.97
888,4,2,22.99,45.98
888,6,3,17.99,53.97
888,17,1,5.99,5.99
888,20,1,4.99,4.99
889,2,2,12.99,25.98
890,10,1,24.99,24.99
890,12,3,13.99,41.97
891,17,1,5.99,5.99
891,14,2,17.99,35.98
891,17,1,5.99,5.99
892,11,1,20.99,20.99
892,16,3,7.99,23.97
892,19,3,5.49,16.47
892,10,1,24.99,24.99
892,15,3,23.99,71.97
892,9,3,19.99,59.97
893,1,3,15.99,47.97
893,1,2,15.99,31.98
893,19,3,5.49,16.47
893,16,2,7.99,15.98
893,15,2,23.99,47.98
893,18,3,6.99,20.97
894,20,1,4.99,4.99
894,16,2,7.99,15.98
894,10,1,24.99,24.99
895,10,2,24.99,49.98
895,18,1,6.99,6.99
895,16,1,7.99,7.99
896,19,3,5.49,16.47
896,5,2,11.99,23.98
896,19,2,5.49,10.98
896,5,3,11.99,35.97
896,19,1,5.49,5.49
897,16,3,7.99,23.97
897,18,1,6.99,6.99
897,17,1,5.99,5.99
897,3,3,18.99,56.97
897,7,1,14.99,14.99
897,20,3,4.99,14.97
898,20,3,4.99,14.97
898,14,3,17.99,53.97
899,1,2,15.99,31.98
899,19,3,5.49,16.47
899,13,3,21.49,64.47
899,11,1,20.99,20.99
899,17,2,5.99,11.98
900,11,1,20.99,20.99
900,9,2,19.99,39.98
901,8,1,16.49,16.49
901,7,1,14.99,14.99
901,19,1,5.49,5.49
901,18,2,6.99,13.98
902,16,2,7.99,15.98
902,19,3,5.49,16.47
903,6,3,17.99,53.97
903,20,1,4.99,4.99
903,10,2,24.99,49.98
903,19,2,5.49,10.98
903,14,3,17.99,53.97
903,17,2,5.99,11.98
903,11,1,20.99,20.99
904,19,3,5.49,16.47
904,10,3,24.99,74.97
905,19,3,5.49,16.47
905,19,1,5.49,5.49
905,11,2,20.99,41.98
905,12,3,13.99,41.97
905,16,3,7.99,23.97
906,4,3,22.99,68.97
906,20,1,4.99,4.99
906,16,1,7.99,7.99
907,9,1,19.99,19.99
907,20,3,4.99,14.97
907,20,1,4.99,4.99
907,18,1,6.99,6.99
907,6,1,17.99,17.99
907,19,3,5.49,16.47
908,9,2,19.99,39.98
909,11,1,20.99,20.99
909,4,3,22.99,68.97
909,11,1,20.99,20.99
909,14,1,17.99,17.99
909,10,3,24.99,74.97
910,16,3,7.99,23.97
910,11,1,20.99,20.99
910,8,1,16.49,16.49
911,13,2,21.49,42.98
911,1,3,15.99,47.97
911,17,3,5.99,17.97
911,17,1,5.99,5.99
911,6,1,17.99,17.99
912,12,3,13.99,41.97
912,20,3,4.99,14.97
912,13,1,21.49,21.49
912,2,3,12.99,38.97
912,17,1,5.99,5.99
912,20,1,4.99,4.99
913,15,2,23.99,47.98
913,4,3,22.99,68.97
913,17,2,5.99,11.98
913,18,1,6.99,6.99
913,14,3,17.99,53.97
914,2,1,12.99,12.99
915,18,3,6.99,20.97
915,15,2,23.99,47.98
915,10,3,24.99,74.97
915,2,1,12.99,12.99
915,20,2,4.99,9.98
916,19,1,5.49,5.49
916,8,3,16.49,49.47
916,9,1,19.99,19.99
916,20,1,4.99,4.99
916,20,1,4.99,4.99
917,19,1,5.49,5.49
917,5,2,11.99,23.98
917,18,1,6.99,6.99
917,18,3,6.99,20.97
917,6,3,17.99,53.97
917,11,3,20.99,62.97
917,19,1,5.49,5.49
918,11,3,20.99,62.97
918,4,2,22.99,45.98
918,10,3,24.99,74.97
918,19,2,5.49,10.98
919,15,2,23.99,47.98
919,6,3,17.99,53.97
919,4,3,22.99,68.97
919,16,3,7.99,23.97
919,7,3,14.99,44.97
919,18,1,6.99,6.99
919,1,3,15.99,47.97
920,19,2,5.49,10.98
920,7,3,14.99,44.97
920,6,1,17.99,17.99
920,6,3,17.99,53.97
920,9,1,19.99,19.99
921,19,2,5.49,10.98
921,6,2,17.99,35.98
921,18,2,6.99,13.98
921,17,3,5.99,17.97
922,6,1,17.99,17.99
922,9,3,19.99,59.97
923,18,1,6.99,6.99
923,10,2,24.99,49.98
923,4,2,22.99,45.98
923,17,2,5.99,11.98
924,20,3,4.99,14.97
924,15,3,23.99,71.97
924,12,3,13.99,41.97
924,19,3,5.49,16.47
924,10,3,24.99,74.97
924,18,3,6.99,20.97
924,19,3,5.49,16.47
925,4,2,22.99,45.98
925,18,2,6.99,13.98
925,8,3,16.49,49.47
925,17,1,5.99,5.99
925,13,2,21.49,42.98
926,11,1,20.99,20.99
927,16,1,7.99,7.99
927,5,1,11.99,11.99
927,13,2,21.49,42.98
927,13,1,21.49,21.49
928,17,3,5.99,17.97
928,16,2,7.99,15.98
929,4,3,22.99,68.97
929,4,3,22.99,68.97
929,16,2,7.99,15.98
929,4,2,22.99,45.98
930,16,3,7.99,23.97
930,15,3,23.99,71.97
930,4,2,22.99,45.98
930,20,1,4.99,4.99
931,13,1,21.49,21.49
931,20,1,4.99,4.99
931,16,2,7.99,15.98
931,20,2,4.99,9.98
931,19,1,5.49,5.49
932,5,1,11.99,11.99
932,1,3,15.99,47.97
932,18,2,6.99,13.98
932,6,3,17.99,53.97
933,11,3,20.99,62.97
933,17,2,5.99,11.98
933,19,3,5.49,16.47
933,20,1,4.99,4.99
934,19,2,5.49,10.98
935,17,1,5.99,5.99
935,1,1,15.99,15.99
935,7,3,14.99,44.97
936,7,3,14.99,44.97
936,3,1,18.99,18.99
936,10,3,24.99,74.97
936,17,1,5.99,5.99
936,19,2,5.49,10.98
936,6,1,17.99,17.99
936,12,2,13.99,27.98
937,16,1,7.99,7.99
937,5,3,11.99,35.97
937,16,1,7.99,7.99
937,12,1,13.99,13.99
937,2,2,12.99,25.98
937,2,1,12.99,12.99
938,9,2,19.99,39.98
938,18,3,6.99,20.97
938,16,3,7.99,23.97
938,18,1,6.99,6.99
938,6,1,17.99,17.99
938,7,1,14.99,14.99
939,18,2,6.99,13.98
939,4,3,22.99,68.97
939,20,1,4.99,4.99
939,10,2,24.99,49.98
939,19,1,5.49,5.49
940,14,1,17.99,17.99
940,19,2,5.49,10.98
940,17,2,5.99,11.98
940,15,1,23.99,23.99
940,17,1,5.99,5.99
940,2,1,12.99,12.99
940,18,1,6.99,6.99
941,7,1,14.99,14.99
941,4,2,22.99,45.98
941,20,3,4.99,14.97
941,6,3,17.99,53.97
941,11,1,20.99,20.99
941,10,1,24.99,24.99
942,2,1,12.99,12.99
942,11,1,20.99,20.99
942,9,3,19.99,59.97
942,8,3,16.49,49.47
942,19,2,5.49,10.98
942,11,1,20.99,20.99
942,17,3,5.99,17.97
943,18,3,6.99,20.97
944,12,3,13.99,41.97
944,19,2,5.49,10.98
944,20,3,4.99,14.97
945,6,1,17.99,17.99
945,16,2,7.99,15.98
945,16,2,7.99,15.98
946,16,3,7.99,23.97
946,15,1,23.99,23.99
946,5,2,11.99,23.98
946,5,2,11.99,23.98
947,17,1,5.99,5.99
947,12,2,13.99,27.98
947,17,3,5.99,17.97
947,11,1,20.99,20.99
947,4,1,22.99,22.99
948,16,2,7.99,15.98
948,16,2,7.99,15.98
948,17,1,5.99,5.99
948,11,2,20.99,41.98
949,17,1,5.99,5.99
949,8,1,16.49,16.49
949,5,2,11.99,23.98
949,2,2,12.99,25.98
949,9,1,19.99,19.99
949,8,1,16.49,16.49
949,15,2,23.99,47.98
950,19,3,5.49,16.47
950,14,2,17.99,35.98
950,5,1,11.99,11.99
950,12,2,13.99,27.98
950,15,3,23.99,71.97
950,17,1,5.99,5.99
950,17,2,5.99,11.98
951,17,2,5.99,11.98
951,6,2,17.99,35.98
951,17,1,5.99,5.99
952,16,3,7.99,23.97
952,10,3,24.99,74.97
953,7,3,14.99,44.97
953,18,1,6.99,6.99
953,18,2,6.99,13.98
954,1,3,15.99,47.97
954,16,3,7.99,23.97
954,5,2,11.99,23.98
954,19,2,5.49,10.98
955,16,2,7.99,15.98
955,20,1,4.99,4.99
956,16,3,7.99,23.97
956,20,3,4.99,14.97
956,16,3,7.99,23.97
956,19,3,5.49,16.47
957,15,2,23.99,47.98
957,2,3,12.99,38.97
957,9,3,19.99,59.97
957,20,1,4.99,4.99
957,17,2,5.99,11.98
957,11,1,20.99,20.99
957,13,1,21.49,21.49
958,4,1,22.99,22.99
958,10,2,24.99,49.98
958,19,1,5.49,5.49
959,16,2,7.99,15.98
960,7,2,14.99,29.98
960,12,1,13.99,13.99
960,15,1,23.99,23.99
960,15,1,23.99,23.99
960,14,3,17.99,53.97
960,11,2,20.99,41.98
961,20,3,4.99,14.97
962,4,1,22.99,22.99
962,17,3,5.99,17.97
962,18,1,6.99,6.99
962,9,3,19.99,59.97
962,3,2,18.99,37.98
962,6,3,17.99,53.97
962,17,2,5.99,11.98
963,18,2,6.99,13.98
963,20,3,4.99,14.97
963,8,2,16.49,32.98
963,1,2,15.99,31.98
963,5,2,11.99,23.98
963,8,2,16.49,32.98
964,14,1,17.99,17.99
964,19,3,5.49,16.47
964,2,2,12.99,25.98
964,18,2,6.99,13.98
964,19,2,5.49,10.98
964,1,1,15.99,15.99
965,3,3,18.99,56.97
965,20,2,4.99,9.98
965,16,1,7.99,7.99
965,10,3,24.99,74.97
966,20,3,4.99,14.97
966,4,3,22.99,68.97
966,1,2,15.99,31.98
966,6,2,17.99,35.98
966,8,1,16.49,16.49
966,18,3,6.99,20.97
966,16,2,7.99,15.98
967,19,3,5.49,16.47
967,18,3,6.99,20.97
967,11,3,20.99,62.97
968,8,2,16.49,32.98
968,18,1,6.99,6.99
968,19,1,5.49,5.49
968,14,1,17.99,17.99
968,5,1,11.99,11.99
968,17,2,5.99,11.98
969,12,3,13.99,41.97
969,1,1,15.99,15.99
969,20,3,4.99,14.97
969,10,2,24.99,49.98
969,16,3,7.99,23.97
970,17,2,5.99,11.98
970,3,1,18.99,18.99
970,13,2,21.49,42.98
970,5,2,11.99,23.98
971,17,2,5.99,11.98
972,20,2,4.99,9.98
972,16,3,7.99,23.97
972,16,2,7.99,15.98
972,16,1,7.99,7.99
972,6,1,17.99,17.99
972,16,2,7.99,15.98
973,20,1,4.99,4.99
973,20,1,4.99,4.99
974,12,3,13.99,41.97
975,14,2,17.99,35.98
975,9,2,19.99,39.98
975,18,3,6.99,20.97
975,13,2,21.49,42.98
975,4,2,22.99,45.98
976,16,3,7.99,23.97
976,7,3,14.99,44.97
976,10,3,24.99,74.97
976,3,2,18.99,37.98
976,16,2,7.99,15.98
977,18,3,6.99,20.97
977,16,2,7.99,15.98
977,20,3,4.99,14.97
978,20,3,4.99,14.97
978,17,2,5.99,11.98
979,4,1,22.99,22.99
979,7,1,14.99,14.99
979,9,1,19.99,19.99
979,20,1,4.99,4.99
979,6,1,17.99,17.99
979,5,3,11.99,35.97
980,18,2,6.99,13.98
980,19,3,5.49,16.47
980,3,1,18.99,18.99
980,14,2,17.99,35.98
980,15,2,23.99,47.98
980,18,2,6.99,13.98
980,6,1,17.99,17.99
981,18,2,6.99,13.98
981,13,3,21.49,64.47
981,13,3,21.49,64.47
981,7,2,14.99,29.98
981,19,2,5.49,10.98
982,12,1,13.99,13.99
982,12,2,13.99,27.98
982,13,3,21.49,64.47
983,7,3,14.99,44.97
983,1,2,15.99,31.98
983,11,1,20.99,20.99
984,16,1,7.99,7.99
984,2,1,12.99,12.99
984,17,1,5.99,5.99
985,2,1,12.99,12.99
985,12,3,13.99,41.97
985,5,2,11.99,23.98
986,15,2,23.99,47.98
986,13,2,21.49,42.98
986,20,3,4.99,14.97
986,14,1,17.99,17.99
986,14,1,17.99,17.99
986,6,2,17.99,35.98
987,19,2,5.49,10.98
988,17,2,5.99,11.98
988,17,1,5.99,5.99
988,19,3,5.49,16.47
988,17,3,5.99,17.97
988,19,1,5.49,5.49
988,15,2,23.99,47.98
989,18,2,6.99,13.98
989,3,2,18.99,37.98
989,14,2,17.99,35.98
989,3,3,18.99,56.97
989,12,2,13.99,27.98
990,16,3,7.99,23.97
990,16,3,7.99,23.97
990,5,1,11.99,11.99
990,7,2,14.99,29.98
990,18,2,6.99,13.98
990,16,2,7.99,15.98
991,11,2,20.99,41.98
991,4,1,22.99,22.99
991,18,2,6.99,13.98
991,19,1,5.49,5.49
991,8,3,16.49,49.47
991,20,2,4.99,9.98
991,1,1,15.99,15.99
992,18,1,6.99,6.99
992,7,1,14.99,14.99
992,9,3,19.99,59.97
993,18,2,6.99,13.98
993,17,1,5.99,5.99
993,15,1,23.99,23.99
993,14,1,17.99,17.99
993,19,2,5.49,10.98
994,7,2,14.99,29.98
994,12,3,13.99,41.97
994,19,2,5.49,10.98
994,16,2,7.99,15.98
994,15,1,23.99,23.99
994,9,2,19.99,39.98
995,8,1,16.49,16.49
995,18,3,6.99,20.97
995,20,2,4.99,9.98
995,15,1,23.99,23.99
995,11,1,20.99,20.99
995,18,2,6.99,13.98
996,17,1,5.99,5.99
996,18,1,6.99,6.99
996,15,1,23.99,23.99
996,18,2,6.99,13.98
997,16,3,7.99,23.97
997,19,2,5.49,10.98
998,10,3,24.99,74.97
998,20,1,4.99,4.99
998,9,3,19.99,59.97
998,13,2,21.49,42.98
998,20,1,4.99,4.99
999,17,3,5.99,17.97
999,14,3,17.99,53.97
999,17,2,5.99,11.98
999,14,2,17.99,35.98
1000,16,2,7.99,15.98
1001,11,3,20.99,62.97
1001,20,2,4.99,9.98
1001,10,1,24.99,24.99
1001,16,2,7.99,15.98
1001,9,2,19.99,39.98
1002,17,1,5.99,5.99
1003,10,2,24.99,49.98
1003,12,3,13.99,41.97
1003,3,2,18.99,37.98
1003,4,3,22.99,68.97
1003,17,2,5.99,11.98
1004,20,1,4.99,4.99
1004,7,2,14.99,29.98
1004,12,1,13.99,13.99
1004,20,1,4.99,4.99
1005,16,1,7.99,7.99
1006,18,2,6.99,13.98
1006,6,1,17.99,17.99
1006,5,1,11.99,11.99
1006,1,3,15.99,47.97
1006,20,1,4.99,4.99
1007,19,2,5.49,10.98
1007,17,2,5.99,11.98
1007,10,1,24.99,24.99
1007,6,1,17.99,17.99
1007,5,3,11.99,35.97
1007,1,1,15.99,15.99
1008,14,2,17.99,35.98
1008,2,3,12.99,38.97
1008,1,3,15.99,47.97
1008,13,1,21.49,21.49
1009,18,3,6.99,20.97
1009,18,1,6.99,6.99
1009,9,2,19.99,39.98
1009,13,1,21.49,21.49
1010,11,3,20.99,62.97
1010,19,2,5.49,10.98
1010,4,2,22.99,45.98
1010,9,2,19.99,39.98
1011,9,3,19.99,59.97
1011,20,2,4.99,9.98
1012,19,2,5.49,10.98
1012,2,1,12.99,12.99
1012,17,2,5.99,11.98
1012,18,2,6.99,13.98
1012,17,2,5.99,11.98
1012,9,2,19.99,39.98
1013,20,1,4.99,4.99
1013,16,2,7.99,15.98
1013,18,1,6.99,6.99
1013,13,2,21.49,42.98
1014,19,3,5.49,16.47
1014,3,1,18.99,18.99
1014,17,2,5.99,11.98
1015,20,2,4.99,9.98
1016,20,1,4.99,4.99
1016,18,1,6.99,6.99
1016,20,2,4.99,9.98
1017,10,3,24.99,74.97
1017,17,3,5.99,17.97
1017,17,2,5.99,11.98
1017,18,1,6.99,6.99
1017,19,2,5.49,10.98
1018,18,3,6.99,20.97
1018,6,1,17.99,17.99
1018,7,2,14.99,29.98
1018,18,2,6.99,13.98
1018,3,1,18.99,18.99
1018,16,2,7.99,15.98
1018,20,2,4.99,9.98
1019,19,1,5.49,5.49
1019,13,3,21.49,64.47
1019,12,2,13.99,27.98
1019,18,3,6.99,20.97
1020,19,3,5.49,16.47
1020,20,1,4.99,4.99
1020,10,3,24.99,74.97
1020,20,2,4.99,9.98
1020,9,1,19.99,19.99
1020,19,2,5.49,10.98
1021,10,2,24.99,49.98
1021,10,3,24.99,74.97
1021,3,2,18.99,37.98
1021,19,1,5.49,5.49
1021,19,3,5.49,16.47
1021,20,2,4.99,9.98
1022,7,3,14.99,44.97
1022,9,1,19.99,19.99
1022,20,2,4.99,9.98
1022,16,3,7.99,23.97
1022,16,2,7.99,15.98
1022,15,2,23.99,47.98
1023,9,3,19.99,59.97
1024,13,3,21.49,64.47
1024,20,2,4.99,9.98
1024,20,1,4.99,4.99
1024,10,3,24.99,74.97
1025,15,3,23.99,71.97
1025,1,2,15.99,31.98
1025,10,2,24.99,49.98
1026,4,3,22.99,68.97
1026,10,3,24.99,74.97
1027,16,1,7.99,7.99
1027,17,2,5.99,11.98
1028,16,2,7.99,15.98
1028,18,1,6.99,6.99
1028,17,1,5.99,5.99
1028,17,1,5.99,5.99
1029,20,1,4.99,4.99
1030,20,3,4.99,14.97
1030,1,2,15.99,31.98
1030,16,2,7.99,15.98
1030,16,2,7.99,15.98
1031,18,1,6.99,6.99
1031,10,1,24.99,24.99
1031,20,3,4.99,14.97
1031,19,1,5.49,5.49
1031,17,3,5.99,17.97
1031,17,2,5.99,11.98
1031,17,3,5.99,17.97
1032,2,1,12.99,12.99
1032,19,1,5.49,5.49
1032,18,3,6.99,20.97
1032,19,3,5.49,16.47
1032,17,1,5.99,5.99
1033,14,1,17.99,17.99
1033,18,2,6.99,13.98
1033,13,3,21.49,64.47
1034,6,2,17.99,35.98
1035,19,2,5.49,10.98
1035,13,1,21.49,21.49
1035,14,1,17.99,17.99
1035,13,1,21.49,21.49
1035,1,2,15.99,31.98
1035,11,2,20.99,41.98
1036,19,1,5.49,5.49
1036,20,3,4.99,14.97
1036,16,3,7.99,23.97
1036,10,3,24.99,74.97
1036,17,2,5.99,11.98
1036,10,1,24.99,24.99
1036,5,2,11.99,23.98
1037,5,3,11.99,35.97
1037,15,1,23.99,23.99
1038,19,2,5.49,10.98
1038,17,2,5.99,11.98
1038,13,2,21.49,42.98
1038,7,3,14.99,44.97
1038,20,1,4.99,4.99
1039,20,3,4.99,14.97
1039,1,2,15.99,31.98
1039,2,2,12.99,25.98
1040,9,2,19.99,39.98
1040,20,1,4.99,4.99
1040,9,3,19.99,59.97
1040,6,3,17.99,53.97
1040,12,1,13.99,13.99
1041,15,2,23.99,47.98
1042,19,2,5.49,10.98
1042,13,3,21.49,64.47
1042,18,3,6.99,20.97
1043,20,3,4.99,14.97
1043,19,3,5.49,16.47
1043,18,3,6.99,20.97
1044,8,1,16.49,16.49
1044,6,1,17.99,17.99
1044,3,1,18.99,18.99
1044,10,1,24.99,24.99
1044,20,2,4.99,9.98
1044,4,3,22.99,68.97
1045,18,3,6.99,20.97
1045,2,1,12.99,12.99
1045,3,3,18.99,56.97
1046,4,3,22.99,68.97
1047,16,3,7.99,23.97
1047,16,1,7.99,7.99
1048,17,3,5.99,17.97
1048,14,2,17.99,35.98
1049,14,3,17.99,53.97
1049,17,3,5.99,17.97
1049,15,2,23.99,47.98
1049,11,2,20.99,41.98
1049,12,2,13.99,27.98
1049,11,1,20.99,20.99
1049,14,1,17.99,17.99
1050,20,3,4.99,14.97
1050,17,2,5.99,11.98
1050,17,1,5.99,5.99
1050,9,1,19.99,19.99
1050,10,3,24.99,74.97
1050,18,2,6.99,13.98
1051,5,1,11.99,11.99
1051,16,3,7.99,23.97
1051,18,1,6.99,6.99
1051,10,2,24.99,49.98
1051,15,1,23.99,23.99
1051,1,2,15.99,31.98
1051,16,3,7.99,23.97
1052,13,2,21.49,42.98
1052,10,3,24.99,74.97
1052,10,2,24.99,49.98
1053,10,3,24.99,74.97
1053,17,2,5.99,11.98
1053,7,1,14.99,14.99
1053,16,1,7.99,7.99
1053,20,3,4.99,14.97
1054,18,3,6.99,20.97
1054,14,2,17.99,35.98
1054,7,2,14.99,29.98
1054,19,2,5.49,10.98
1054,19,3,5.49,16.47
1054,4,3,22.99,68.97
1054,20,3,4.99,14.97
1055,12,3,13.99,41.97
1055,20,2,4.99,9.98
1056,16,3,7.99,23.97
1056,19,1,5.49,5.49
1056,16,1,7.99,7.99
1056,5,2,11.99,23.98
1056,18,1,6.99,6.99
1056,20,1,4.99,4.99
1056,14,1,17.99,17.99
1057,4,2,22.99,45.98
1057,18,1,6.99,6.99
1057,8,1,16.49,16.49
1057,16,2,7.99,15.98
1058,11,3,20.99,62.97
1058,14,1,17.99,17.99
1058,6,3,17.99,53.97
1058,15,1,23.99,23.99
1058,16,1,7.99,7.99
1058,19,1,5.49,5.49
1059,3,1,18.99,18.99
1059,19,1,5.49,5.49
1059,11,3,20.99,62.97
1059,19,1,5.49,5.49
1059,11,3,20.99,62.97
1060,12,3,13.99,41.97
1060,3,3,18.99,56.97
1060,18,3,6.99,20.97
1060,17,2,5.99,11.98
1061,19,2,5.49,10.98
1061,12,2,13.99,27.98
1061,16,1,7.99,7.99
1061,3,2,18.99,37.98
1062,8,3,16.49,49.47
1062,19,2,5.49,10.98
1062,20,3,4.99,14.97
1062,18,2,6.99,13.98
1062,18,2,6.99,13.98
1062,20,2,4.99,9.98
1063,11,3,20.99,62.97
1063,4,1,22.99,22.99
1063,6,1,17.99,17.99
1063,17,1,5.99,5.99
1063,10,2,24.99,49.98
1063,5,1,11.99,11.99
