store_id,product_id,stock_quantity,last_updated
39,5,46,2025-03-26
39,18,44,2025-01-19
28,4,41,2025-02-07
28,14,44,2025-01-26
28,19,31,2025-01-26
266,16,33,2025-01-01
266,17,44,2025-01-25
266,20,37,2025-01-05
59,6,44,2025-03-16
59,4,43,2025-01-19
59,20,32,2025-01-28
59,7,38,2025-02-18
59,17,42,2025-01-07
104,6,44,2025-03-06
104,20,44,2025-01-16
104,5,38,2025-01-17
322,1,43,2025-02-23
322,17,40,2025-02-25
322,18,36,2025-03-23
322,15,49,2025-03-03
322,10,47,2025-03-16
234,15,45,2025-01-12
234,2,40,2025-03-28
234,5,46,2025-03-07
24,9,43,2025-02-17
24,11,47,2025-03-26
198,9,44,2025-02-08
198,19,42,2025-01-05
198,13,44,2025-01-22
198,20,44,2025-03-21
198,18,42,2025-01-04
198,12,42,2025-01-03
222,18,40,2025-02-24
289,8,44,2025-03-23
289,16,29,2025-01-02
289,7,42,2025-01-06
289,15,43,2025-03-24
185,11,45,2025-02-25
185,19,34,2025-02-23
185,5,39,2025-02-18
185,18,35,2025-01-13
185,12,46,2025-01-19
185,14,42,2025-02-02
279,20,36,2025-01-20
279,17,43,2025-03-21
373,20,38,2025-02-11
373,17,43,2025-03-24
373,11,47,2025-02-25
197,10,42,2025-02-22
154,4,47,2025-03-24
154,13,45,2025-02-22
154,2,45,2025-03-28
154,20,43,2025-01-16
154,19,42,2025-03-06
181,14,45,2025-03-24
181,17,42,2025-02-02
181,2,48,2025-03-13
181,4,42,2025-01-21
181,18,38,2025-02-17
181,9,49,2025-01-22
326,3,46,2025-03-10
78,7,42,2025-01-17
78,5,49,2025-03-03
78,15,42,2025-03-17
78,8,46,2025-03-21
269,3,47,2025-03-10
269,1,48,2025-03-09
269,7,44,2025-02-27
269,19,46,2025-03-11
269,18,41,2025-01-31
269,2,46,2025-02-18
7,11,46,2025-02-23
7,8,47,2025-03-03
7,19,35,2025-01-09
7,7,41,2025-02-21
7,17,33,2025-01-24
7,10,46,2025-03-22
7,15,47,2025-03-06
353,14,41,2025-02-27
353,19,43,2025-02-05
334,18,35,2025-02-18
334,5,45,2025-03-22
334,12,47,2025-02-02
334,16,37,2025-03-06
2,8,48,2025-02-23
319,4,49,2025-03-02
319,12,41,2025-03-11
178,19,40,2025-01-13
350,10,41,2025-03-09
298,12,35,2025-03-26
298,1,49,2025-03-10
298,18,38,2025-02-28
216,18,33,2025-01-10
216,5,48,2025-02-23
216,4,43,2025-02-27
216,10,45,2025-03-03
216,3,48,2025-03-16
216,15,44,2025-01-25
216,17,38,2025-01-03
360,3,47,2025-01-28
360,12,39,2025-03-08
147,10,48,2025-02-20
147,20,24,2025-03-28
147,18,30,2025-01-19
117,5,44,2025-02-03
117,10,43,2025-01-21
184,19,36,2025-03-25
184,10,40,2025-01-14
184,3,43,2025-03-18
203,19,42,2025-01-21
203,16,41,2025-01-20
72,19,32,2025-03-06
72,16,43,2025-02-15
72,18,48,2025-03-07
79,16,37,2025-02-18
79,17,33,2025-01-31
79,18,47,2025-01-11
79,9,45,2025-02-09
245,4,41,2025-03-14
245,3,42,2025-01-25
237,16,41,2025-02-26
237,2,44,2025-03-13
34,19,38,2025-03-21
225,18,38,2025-02-04
225,2,47,2025-02-11
225,20,33,2025-03-14
225,19,40,2025-03-06
74,19,35,2025-01-05
175,7,48,2025-01-25
175,1,46,2025-03-06
137,13,48,2025-01-15
137,8,47,2025-03-20
382,6,42,2025-01-11
382,8,41,2025-03-05
18,18,32,2025-03-06
18,4,48,2025-03-22
316,17,42,2025-03-14
316,6,48,2025-02-04
316,3,43,2025-01-08
99,14,46,2025-01-30
99,2,48,2025-01-07
99,15,41,2025-02-28
166,18,35,2025-01-26
166,3,44,2025-01-06
166,15,49,2025-01-21
166,2,44,2025-03-26
166,4,44,2025-02-26
283,15,47,2025-03-25
283,11,48,2025-01-16
283,17,40,2025-01-23
224,6,49,2025-02-25
224,1,43,2025-03-16
224,3,44,2025-01-11
244,18,39,2025-03-01
32,17,42,2025-02-23
32,16,41,2025-03-18
141,12,44,2025-03-24
141,16,25,2025-02-02
141,1,38,2025-03-18
141,4,41,2025-03-12
300,19,41,2025-02-21
302,14,45,2025-01-27
302,18,31,2025-03-04
129,17,40,2025-03-16
129,11,47,2025-01-20
129,19,35,2025-03-05
198,1,49,2025-02-13
321,9,45,2025-01-05
251,10,47,2025-01-06
251,15,45,2025-02-16
251,12,46,2025-02-24
251,18,36,2025-03-27
251,20,36,2025-02-26
141,2,48,2025-01-10
141,17,30,2025-01-16
75,11,46,2025-02-12
153,18,40,2025-01-03
383,16,31,2025-03-11
383,6,44,2025-03-21
383,11,45,2025-02-23
237,14,44,2025-02-28
237,4,46,2025-02-25
237,6,34,2025-01-27
157,8,48,2025-03-13
157,14,44,2025-02-04
74,18,40,2025-01-19
74,6,42,2025-02-16
328,4,43,2025-02-21
328,12,46,2025-01-26
328,1,44,2025-03-18
328,18,42,2025-03-04
328,17,44,2025-03-22
328,20,37,2025-02-02
25,20,40,2025-03-26
25,18,46,2025-01-20
25,19,40,2025-01-13
234,8,45,2025-02-04
234,18,48,2025-03-21
46,15,42,2025-01-01
46,16,41,2025-02-03
46,2,38,2025-01-12
46,18,44,2025-01-25
46,4,46,2025-01-16
46,7,42,2025-03-13
46,20,37,2025-03-09
138,20,44,2025-01-12
10,3,47,2025-02-20
10,8,43,2025-03-22
10,16,41,2025-02-28
158,18,40,2025-01-01
158,5,38,2025-01-14
158,3,48,2025-03-07
158,12,43,2025-01-20
158,2,49,2025-03-18
265,17,46,2025-02-03
265,19,38,2025-01-12
384,10,45,2025-02-27
384,20,34,2025-03-12
384,14,36,2025-03-05
241,12,45,2025-01-22
14,18,28,2025-03-27
14,16,20,2025-02-12
14,15,44,2025-01-09
14,3,38,2025-03-21
14,13,34,2025-03-12
191,8,46,2025-03-23
191,4,45,2025-03-12
191,10,41,2025-02-08
191,1,45,2025-01-28
191,5,40,2025-02-12
191,3,46,2025-01-27
23,4,47,2025-03-12
23,11,45,2025-02-08
23,19,35,2025-01-08
37,4,42,2025-01-20
37,20,38,2025-03-01
222,1,47,2025-01-08
222,13,43,2025-02-05
222,16,39,2025-02-22
222,7,47,2025-02-07
193,8,36,2025-01-21
193,20,34,2025-03-14
193,6,38,2025-02-27
193,1,44,2025-03-23
157,2,46,2025-02-06
145,18,24,2025-02-08
383,14,45,2025-01-14
383,4,45,2025-03-13
383,5,45,2025-03-10
383,3,40,2025-02-14
383,19,31,2025-03-08
52,9,34,2025-03-21
52,8,47,2025-01-16
310,7,45,2025-02-23
310,12,44,2025-01-03
310,5,46,2025-02-07
310,18,42,2025-03-06
310,14,46,2025-01-26
283,9,49,2025-02-14
283,13,45,2025-02-12
283,2,46,2025-01-04
343,18,39,2025-02-07
343,6,47,2025-01-12
343,2,37,2025-03-09
264,3,46,2025-02-19
68,19,42,2025-01-13
68,3,46,2025-02-14
385,19,43,2025-01-03
293,20,45,2025-03-28
152,4,45,2025-01-29
152,12,39,2025-01-18
152,14,46,2025-03-04
152,16,41,2025-02-04
43,4,41,2025-01-21
43,3,47,2025-01-21
43,2,47,2025-02-11
43,15,44,2025-02-06
133,6,47,2025-01-23
109,18,40,2025-02-10
109,20,46,2025-01-04
109,17,42,2025-02-20
109,3,43,2025-03-23
225,16,38,2025-01-07
387,9,40,2025-03-21
387,4,38,2025-02-15
387,16,33,2025-01-23
386,2,44,2025-02-04
386,3,40,2025-02-20
386,13,45,2025-01-31
386,4,44,2025-01-20
21,9,46,2025-01-16
26,20,44,2025-03-27
26,11,36,2025-03-18
26,5,44,2025-02-19
26,16,35,2025-01-19
390,13,38,2025-03-02
390,16,45,2025-03-23
390,20,30,2025-03-02
332,17,30,2025-03-17
332,7,49,2025-01-30
332,6,48,2025-03-14
332,19,34,2025-03-04
279,8,49,2025-01-23
279,6,43,2025-02-21
279,10,47,2025-01-24
20,3,41,2025-01-19
20,12,42,2025-01-30
20,19,34,2025-02-01
20,13,44,2025-01-18
20,18,38,2025-02-15
248,16,41,2025-01-07
248,17,36,2025-02-06
248,18,38,2025-02-16
248,19,46,2025-01-23
231,20,40,2025-03-13
231,5,48,2025-02-16
231,13,44,2025-03-14
231,17,32,2025-02-01
231,1,46,2025-02-07
231,15,43,2025-01-15
231,18,39,2025-02-20
338,10,49,2025-01-24
338,20,44,2025-02-12
65,17,35,2025-03-11
65,11,47,2025-02-10
65,5,45,2025-01-10
38,16,43,2025-03-26
392,5,47,2025-01-22
245,14,38,2025-02-13
245,10,35,2025-01-29
245,20,47,2025-01-06
245,1,42,2025-03-16
245,15,45,2025-01-04
170,18,31,2025-02-23
170,7,40,2025-02-04
170,20,33,2025-01-25
170,4,42,2025-03-24
170,9,43,2025-02-13
137,15,44,2025-02-07
337,7,45,2025-01-09
337,16,41,2025-01-02
337,9,44,2025-02-28
123,8,46,2025-01-04
123,6,49,2025-01-08
123,15,43,2025-01-28
123,18,47,2025-01-13
123,2,44,2025-01-20
123,10,45,2025-02-02
279,12,45,2025-02-12
279,13,46,2025-01-28
16,19,41,2025-02-21
16,15,48,2025-03-18
89,14,42,2025-01-10
89,15,39,2025-01-23
89,13,44,2025-02-25
153,16,47,2025-02-12
153,11,43,2025-03-01
153,10,45,2025-01-05
60,8,48,2025-02-04
306,16,41,2025-02-26
306,15,41,2025-01-18
306,3,47,2025-03-20
114,20,41,2025-02-03
114,2,44,2025-03-14
114,16,43,2025-01-27
382,16,46,2025-02-18
382,17,40,2025-03-19
382,18,31,2025-01-31
345,17,42,2025-03-21
345,15,46,2025-03-16
345,1,43,2025-02-27
315,6,47,2025-01-03
315,19,35,2025-01-18
315,18,43,2025-01-23
135,17,36,2025-03-14
135,20,31,2025-02-19
135,3,42,2025-01-15
27,13,35,2025-01-21
297,4,44,2025-02-04
297,20,35,2025-02-15
297,13,40,2025-02-13
213,6,49,2025-01-05
213,13,38,2025-03-27
213,7,45,2025-01-26
67,6,39,2025-01-16
67,7,45,2025-01-04
209,19,39,2025-02-22
209,1,45,2025-03-05
46,9,36,2025-01-11
46,17,43,2025-01-19
96,16,36,2025-01-10
96,2,46,2025-03-24
96,20,21,2025-03-23
96,19,32,2025-01-12
20,8,46,2025-02-28
20,14,43,2025-02-12
20,15,44,2025-03-19
20,20,35,2025-02-10
263,17,40,2025-03-16
263,4,41,2025-01-11
263,12,38,2025-02-10
375,7,42,2025-01-31
375,20,42,2025-03-10
375,3,47,2025-01-21
83,19,44,2025-02-12
83,1,49,2025-03-11
83,20,42,2025-02-14
83,15,44,2025-02-19
83,6,44,2025-01-25
71,9,47,2025-02-03
71,16,43,2025-03-22
71,1,42,2025-03-26
71,20,40,2025-03-12
48,5,47,2025-01-01
209,15,41,2025-01-12
209,11,45,2025-01-07
17,19,42,2025-03-08
17,14,39,2025-01-15
17,15,40,2025-02-22
17,17,43,2025-03-09
17,8,38,2025-03-02
17,3,42,2025-03-13
316,18,49,2025-01-21
316,15,46,2025-03-03
316,20,47,2025-02-13
289,18,40,2025-01-30
209,5,43,2025-01-08
191,6,39,2025-03-20
191,14,44,2025-03-12
191,19,36,2025-03-24
82,7,45,2025-02-20
82,5,47,2025-03-01
82,16,33,2025-01-15
82,6,47,2025-02-15
82,20,43,2025-02-16
112,16,40,2025-02-25
112,1,45,2025-01-11
112,9,47,2025-03-21
166,14,46,2025-03-17
166,5,49,2025-03-22
28,16,46,2025-02-16
365,4,48,2025-03-14
365,8,47,2025-03-26
17,1,49,2025-02-16
120,20,41,2025-01-31
120,11,49,2025-01-16
120,9,41,2025-01-09
13,17,44,2025-01-03
27,3,41,2025-01-01
27,4,38,2025-02-24
27,20,23,2025-03-06
27,18,33,2025-02-21
27,12,37,2025-02-28
180,18,40,2025-01-01
259,18,40,2025-02-04
324,5,49,2025-01-26
167,16,45,2025-03-07
167,8,40,2025-02-10
167,17,24,2025-01-13
247,2,48,2025-03-25
329,3,48,2025-02-13
329,18,33,2025-02-22
329,17,38,2025-01-06
329,1,45,2025-02-28
329,16,35,2025-01-15
354,17,30,2025-03-21
212,4,45,2025-03-22
212,12,47,2025-02-21
212,14,46,2025-01-25
212,7,43,2025-03-06
253,9,46,2025-01-23
253,16,40,2025-01-05
278,16,38,2025-01-07
194,2,47,2025-02-18
194,16,40,2025-03-08
194,5,47,2025-03-05
194,18,39,2025-01-17
396,16,45,2025-01-20
396,7,44,2025-01-03
396,12,46,2025-02-04
396,20,40,2025-03-03
396,3,42,2025-03-08
396,6,48,2025-01-31
305,12,38,2025-02-26
305,8,44,2025-02-01
250,9,42,2025-01-08
182,19,42,2025-02-02
182,11,46,2025-03-21
182,20,38,2025-03-10
182,6,47,2025-02-21
87,3,47,2025-02-16
87,20,40,2025-03-10
87,17,41,2025-01-17
87,8,46,2025-01-12
261,12,42,2025-03-01
261,11,44,2025-01-25
261,16,46,2025-01-13
67,20,42,2025-01-12
67,10,49,2025-01-14
67,18,39,2025-03-05
323,5,36,2025-03-08
323,20,26,2025-02-21
200,19,43,2025-01-02
200,20,35,2025-02-18
20,9,43,2025-02-15
144,16,41,2025-03-26
144,18,35,2025-02-18
355,7,45,2025-01-26
355,19,44,2025-02-09
355,17,33,2025-03-16
355,3,47,2025-02-25
304,1,43,2025-01-04
304,14,44,2025-03-05
304,4,44,2025-01-27
214,1,43,2025-02-14
3,4,48,2025-02-14
98,16,43,2025-01-25
98,13,46,2025-01-20
146,12,47,2025-02-09
146,19,33,2025-03-20
146,18,35,2025-01-19
231,6,49,2025-01-25
22,5,46,2025-03-12
22,20,44,2025-03-07
22,19,45,2025-01-15
22,9,41,2025-02-04
22,16,40,2025-01-19
145,11,45,2025-02-24
145,1,44,2025-01-28
145,19,36,2025-01-09
145,5,42,2025-02-19
85,4,49,2025-02-07
85,15,46,2025-02-10
85,18,31,2025-03-04
355,4,45,2025-02-05
355,18,42,2025-02-28
51,18,37,2025-03-17
51,19,43,2025-03-05
40,17,45,2025-02-26
40,5,43,2025-03-25
230,14,40,2025-02-06
230,17,44,2025-01-24
230,7,44,2025-01-03
238,8,47,2025-01-17
238,4,47,2025-03-08
120,5,41,2025-01-20
120,16,47,2025-01-20
37,3,40,2025-02-18
37,16,37,2025-03-03
37,12,39,2025-01-04
37,14,47,2025-02-26
175,6,46,2025-01-12
175,17,47,2025-03-25
175,4,45,2025-01-06
175,19,36,2025-02-10
324,1,47,2025-01-12
324,3,44,2025-02-28
399,14,41,2025-01-30
399,12,43,2025-03-20
399,7,47,2025-01-27
399,5,42,2025-01-18
107,19,33,2025-01-20
107,2,37,2025-03-05
107,20,38,2025-03-21
193,16,42,2025-01-18
193,12,46,2025-01-07
53,16,40,2025-02-19
53,14,40,2025-03-28
53,7,41,2025-02-10
117,20,46,2025-02-19
117,9,46,2025-02-01
117,16,41,2025-02-02
117,6,44,2025-01-06
117,19,42,2025-02-07
117,14,44,2025-02-12
277,16,40,2025-03-11
277,17,46,2025-02-23
277,19,39,2025-01-03
277,9,46,2025-03-06
354,4,44,2025-03-09
354,8,43,2025-01-21
354,10,47,2025-01-15
354,1,42,2025-03-08
114,17,40,2025-01-15
114,14,39,2025-01-19
318,7,42,2025-02-22
318,6,45,2025-01-07
212,3,44,2025-03-07
212,17,42,2025-02-16
259,10,47,2025-03-05
259,1,47,2025-01-21
266,9,45,2025-02-18
266,4,49,2025-03-02
266,19,40,2025-02-26
37,2,36,2025-01-21
37,6,36,2025-03-11
259,3,48,2025-02-06
259,15,43,2025-02-09
259,19,38,2025-03-04
379,11,44,2025-01-09
379,15,41,2025-03-09
379,14,47,2025-02-23
59,16,34,2025-03-13
59,18,41,2025-03-22
386,14,47,2025-02-24
386,19,41,2025-02-09
386,15,46,2025-01-31
99,10,46,2025-02-27
99,19,39,2025-01-16
99,20,44,2025-01-18
99,5,45,2025-01-15
99,17,32,2025-02-10
276,18,33,2025-03-26
276,3,48,2025-01-27
276,19,31,2025-01-12
331,4,36,2025-02-07
331,11,42,2025-01-13
331,20,30,2025-01-20
255,2,43,2025-01-11
255,10,46,2025-01-03
18,19,43,2025-02-02
310,11,48,2025-02-14
310,19,46,2025-01-19
3,10,47,2025-02-08
296,6,42,2025-02-13
302,17,42,2025-01-28
302,1,47,2025-03-07
302,13,41,2025-03-24
278,15,44,2025-03-18
278,19,42,2025-03-28
278,13,43,2025-02-20
278,2,47,2025-02-22
322,14,48,2025-03-20
322,16,36,2025-02-10
73,4,42,2025-01-15
73,3,40,2025-01-24
73,9,42,2025-01-06
61,19,35,2025-02-14
61,14,35,2025-03-19
119,7,44,2025-03-10
119,16,38,2025-02-05
119,18,43,2025-02-05
345,8,43,2025-01-11
291,5,41,2025-02-15
291,12,44,2025-03-14
291,19,30,2025-03-07
128,18,43,2025-01-17
128,20,36,2025-02-28
24,5,45,2025-03-17
24,7,44,2025-02-10
24,17,39,2025-01-29
24,19,39,2025-02-25
321,16,42,2025-01-29
321,15,45,2025-01-08
321,17,45,2025-02-09
321,20,44,2025-01-06
321,12,48,2025-01-24
321,18,39,2025-02-13
338,9,49,2025-01-09
338,11,47,2025-03-22
338,12,43,2025-03-16
349,12,47,2025-01-13
349,20,44,2025-02-18
349,14,48,2025-03-26
17,4,40,2025-01-10
17,20,39,2025-01-15
251,11,45,2025-02-03
251,13,46,2025-01-05
251,2,49,2025-01-14
251,1,48,2025-01-03
94,15,43,2025-01-29
94,3,37,2025-02-22
52,4,46,2025-03-28
52,3,48,2025-02-26
144,6,39,2025-01-20
144,7,47,2025-01-02
41,11,49,2025-02-27
67,4,45,2025-02-09
67,5,40,2025-01-03
67,8,46,2025-01-31
210,1,44,2025-03-23
210,19,39,2025-02-19
210,17,42,2025-01-02
131,4,47,2025-03-23
122,6,46,2025-01-07
316,4,46,2025-01-26
393,13,43,2025-03-19
393,15,45,2025-01-27
18,17,36,2025-01-23
285,6,46,2025-03-14
285,5,45,2025-02-23
285,10,46,2025-01-09
10,6,48,2025-02-20
61,20,45,2025-03-11
61,16,38,2025-03-23
61,17,42,2025-01-01
122,7,47,2025-03-20
122,17,34,2025-01-25
139,18,38,2025-02-24
139,12,47,2025-02-15
139,6,43,2025-01-02
139,20,41,2025-02-26
62,18,45,2025-02-08
62,4,40,2025-03-24
62,20,41,2025-01-11
62,5,41,2025-01-13
62,16,46,2025-01-30
275,8,46,2025-03-01
275,7,48,2025-03-10
275,19,46,2025-03-12
275,17,46,2025-03-06
275,16,21,2025-01-21
275,20,40,2025-03-22
275,5,44,2025-01-09
129,2,43,2025-01-21
129,18,33,2025-03-14
129,14,45,2025-01-16
129,16,41,2025-02-01
129,12,44,2025-01-26
129,20,41,2025-03-24
32,20,45,2025-02-12
32,4,49,2025-01-01
32,14,41,2025-01-26
1,2,42,2025-02-24
1,18,48,2025-03-01
1,7,47,2025-01-04
4,19,44,2025-02-15
4,14,45,2025-02-14
321,19,44,2025-02-01
321,11,47,2025-02-06
321,3,46,2025-03-07
321,7,45,2025-01-24
284,10,44,2025-03-11
284,7,49,2025-01-30
284,4,45,2025-03-08
284,19,35,2025-01-15
284,9,47,2025-01-10
81,18,35,2025-01-04
81,20,39,2025-01-22
242,9,44,2025-03-24
242,16,42,2025-01-30
276,4,48,2025-01-07
276,11,44,2025-03-02
276,9,44,2025-02-14
276,15,45,2025-01-16
79,20,44,2025-03-20
79,15,44,2025-01-04
79,1,46,2025-02-11
79,19,36,2025-03-17
60,1,44,2025-03-03
388,11,43,2025-01-25
223,20,40,2025-01-22
348,20,36,2025-02-25
348,19,44,2025-01-07
174,2,49,2025-03-23
174,17,35,2025-03-19
174,9,46,2025-02-20
174,7,48,2025-02-05
174,5,46,2025-03-08
372,19,46,2025-03-07
372,18,42,2025-01-17
372,5,49,2025-02-13
372,6,45,2025-02-01
206,4,46,2025-01-19
162,7,48,2025-02-08
162,10,47,2025-03-08
162,3,47,2025-01-13
162,20,44,2025-01-06
128,5,44,2025-02-01
128,16,41,2025-02-10
128,7,49,2025-03-20
128,14,45,2025-01-23
128,4,42,2025-01-24
127,14,46,2025-01-28
127,17,43,2025-02-18
127,7,41,2025-02-21
127,16,41,2025-02-11
367,18,46,2025-02-16
367,4,46,2025-02-28
367,16,41,2025-03-24
367,14,44,2025-02-11
320,18,45,2025-02-04
320,1,42,2025-01-15
320,5,44,2025-01-13
320,20,33,2025-02-25
320,12,47,2025-03-14
320,6,46,2025-03-05
179,15,39,2025-03-28
179,20,40,2025-02-04
179,16,39,2025-02-03
179,17,41,2025-01-15
102,19,48,2025-01-30
102,11,48,2025-02-14
102,16,34,2025-01-19
102,4,49,2025-02-01
393,20,42,2025-02-27
373,1,48,2025-01-06
373,4,44,2025-02-15
373,14,49,2025-01-01
373,10,43,2025-03-23
12,19,33,2025-03-28
12,17,35,2025-02-26
12,12,46,2025-03-03
12,16,39,2025-02-14
12,11,46,2025-03-19
337,11,33,2025-01-05
337,12,44,2025-02-13
350,16,45,2025-01-15
350,18,35,2025-02-14
350,11,44,2025-02-25
350,17,26,2025-02-06
350,20,43,2025-03-08
171,11,39,2025-01-26
171,4,43,2025-03-04
171,6,49,2025-03-10
171,18,33,2025-02-12
171,7,47,2025-03-12
171,16,37,2025-01-20
122,15,49,2025-02-15
77,20,35,2025-03-28
77,19,49,2025-01-19
77,10,46,2025-01-01
121,4,42,2025-01-04
121,3,39,2025-01-15
121,15,38,2025-03-14
121,9,45,2025-01-30
363,11,42,2025-02-24
363,7,46,2025-03-15
365,18,46,2025-02-19
365,14,47,2025-03-01
392,4,48,2025-01-29
17,16,33,2025-01-26
17,9,39,2025-01-27
109,6,46,2025-02-27
109,16,41,2025-03-12
109,12,45,2025-01-01
293,19,44,2025-01-03
293,11,49,2025-03-23
293,7,46,2025-01-11
293,1,48,2025-02-19
293,3,44,2025-03-06
293,17,33,2025-02-12
293,16,38,2025-01-18
345,3,42,2025-01-08
345,14,45,2025-01-03
345,20,38,2025-02-27
345,6,46,2025-02-19
345,11,45,2025-02-09
373,8,46,2025-02-04
373,16,39,2025-01-26
373,15,49,2025-01-02
378,8,46,2025-01-25
244,19,46,2025-02-01
251,9,46,2025-03-26
11,1,49,2025-03-15
11,10,44,2025-02-20
11,8,47,2025-02-03
11,20,40,2025-01-03
171,20,27,2025-02-02
171,12,46,2025-02-08
171,10,48,2025-02-26
171,8,47,2025-02-11
62,19,45,2025-02-05
62,7,46,2025-02-25
291,16,31,2025-01-12
291,15,47,2025-03-14
291,11,48,2025-03-28
291,18,41,2025-03-26
291,2,45,2025-03-12
29,20,38,2025-01-04
254,19,42,2025-02-07
173,5,46,2025-03-09
173,14,43,2025-02-13
239,6,45,2025-02-16
239,18,41,2025-03-22
105,9,45,2025-03-05
198,2,45,2025-01-06
176,20,35,2025-01-09
176,2,48,2025-01-20
51,10,40,2025-02-15
304,13,44,2025-03-17
325,16,39,2025-02-03
325,7,38,2025-01-21
64,18,42,2025-01-19
64,20,37,2025-02-21
227,2,49,2025-03-10
227,12,45,2025-03-18
227,10,47,2025-01-23
227,17,43,2025-02-27
227,20,43,2025-03-14
76,6,46,2025-01-18
76,11,47,2025-02-28
76,19,33,2025-02-16
373,19,40,2025-01-02
201,15,48,2025-03-16
201,11,43,2025-02-17
201,6,45,2025-03-19
201,3,37,2025-02-17
105,15,49,2025-03-28
105,3,44,2025-02-17
105,2,45,2025-01-12
29,18,45,2025-01-09
29,13,43,2025-03-03
29,14,47,2025-02-24
152,10,41,2025-01-17
152,19,36,2025-02-11
152,17,34,2025-03-10
152,1,44,2025-02-05
340,1,49,2025-01-08
340,20,43,2025-03-22
340,3,47,2025-03-28
38,8,43,2025-01-30
85,6,48,2025-02-25
285,9,45,2025-03-25
285,18,39,2025-03-06
285,13,47,2025-02-02
137,20,30,2025-03-18
137,3,46,2025-02-20
64,9,41,2025-02-05
64,5,47,2025-01-06
64,17,42,2025-02-21
21,11,49,2025-03-10
21,6,48,2025-02-10
21,7,47,2025-02-22
21,18,40,2025-03-13
21,12,42,2025-01-02
138,17,41,2025-01-22
138,18,39,2025-03-21
138,5,39,2025-03-25
57,3,47,2025-03-08
57,6,48,2025-01-26
260,12,48,2025-03-03
260,19,43,2025-01-12
260,4,46,2025-01-14
260,8,46,2025-02-07
351,1,45,2025-03-12
351,3,44,2025-02-17
351,2,40,2025-03-28
351,18,40,2025-01-12
255,17,44,2025-02-18
61,15,44,2025-01-25
61,1,48,2025-02-19
224,20,36,2025-02-25
224,13,38,2025-02-22
237,18,27,2025-01-21
237,19,42,2025-03-04
237,1,44,2025-03-18
61,5,45,2025-03-20
173,16,47,2025-03-24
390,17,35,2025-02-15
390,12,48,2025-01-06
205,16,42,2025-01-30
317,19,38,2025-01-18
317,16,40,2025-03-23
67,2,46,2025-02-24
67,13,47,2025-01-23
79,6,47,2025-02-22
128,3,49,2025-02-15
297,16,42,2025-01-15
297,15,46,2025-01-01
297,2,38,2025-01-06
164,20,36,2025-02-16
164,16,41,2025-03-02
164,10,48,2025-01-10
164,8,40,2025-03-20
164,2,42,2025-01-10
164,15,45,2025-02-25
164,12,42,2025-01-25
132,17,38,2025-03-26
278,6,48,2025-01-06
278,4,45,2025-02-02
278,14,44,2025-02-22
367,10,47,2025-03-09
367,11,47,2025-01-19
367,3,47,2025-02-26
367,7,47,2025-03-22
65,20,41,2025-02-28
65,16,40,2025-03-26
65,18,41,2025-02-07
65,12,44,2025-01-05
65,8,49,2025-02-13
65,19,40,2025-01-30
33,19,45,2025-02-11
33,11,49,2025-01-31
33,8,49,2025-02-01
33,16,41,2025-03-05
178,10,46,2025-01-19
178,6,49,2025-02-04
301,5,44,2025-02-05
301,18,37,2025-01-31
301,16,34,2025-03-16
301,9,41,2025-01-20
86,19,43,2025-02-16
86,2,46,2025-01-13
86,1,48,2025-03-07
86,14,45,2025-02-13
327,18,36,2025-03-17
327,16,37,2025-02-20
327,20,36,2025-01-23
327,11,41,2025-01-02
327,9,43,2025-02-11
354,19,33,2025-03-18
354,6,42,2025-01-13
354,20,43,2025-02-08
354,5,44,2025-02-25
354,2,46,2025-01-13
288,19,49,2025-01-07
288,20,45,2025-03-16
288,9,49,2025-02-12
347,14,42,2025-01-15
347,3,46,2025-01-19
347,7,47,2025-01-08
347,1,47,2025-01-24
347,2,47,2025-01-11
145,6,44,2025-03-21
164,5,35,2025-01-03
164,19,40,2025-01-07
332,5,41,2025-02-02
332,16,32,2025-03-05
299,13,44,2025-02-16
299,16,42,2025-02-04
299,20,40,2025-01-15
299,18,31,2025-02-20
60,7,42,2025-02-03
60,10,43,2025-01-07
94,20,47,2025-02-03
94,5,45,2025-01-17
94,14,45,2025-03-28
43,9,44,2025-01-06
43,7,46,2025-02-03
43,19,38,2025-01-17
43,6,41,2025-02-09
337,18,40,2025-03-11
337,6,49,2025-02-10
310,10,47,2025-02-21
375,15,43,2025-02-25
306,8,47,2025-03-27
306,17,41,2025-02-26
306,19,43,2025-01-12
306,5,46,2025-02-07
306,1,42,2025-02-22
97,11,42,2025-02-28
339,15,44,2025-01-05
339,18,44,2025-02-10
19,20,41,2025-03-12
19,16,44,2025-03-07
19,8,47,2025-03-12
387,17,47,2025-02-23
387,5,47,2025-03-17
387,18,37,2025-02-14
387,10,49,2025-02-14
241,11,46,2025-03-28
241,5,47,2025-02-15
6,12,42,2025-02-15
223,16,43,2025-03-02
223,19,36,2025-01-28
223,1,49,2025-01-28
223,17,35,2025-02-07
223,11,43,2025-02-23
226,11,46,2025-02-23
226,14,48,2025-01-09
226,4,43,2025-01-03
226,18,43,2025-01-16
226,9,47,2025-01-02
226,13,44,2025-03-03
397,17,33,2025-01-15
397,5,44,2025-03-20
397,3,47,2025-01-11
397,11,41,2025-02-01
397,8,45,2025-03-26
106,16,35,2025-01-22
106,1,42,2025-01-04
106,17,43,2025-01-10
106,15,38,2025-01-17
219,14,42,2025-01-11
